,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115450022|,0.00047419,0.000865533,0.000601446,0.000596756,0.000936759,0.000861788,0.000682141,0.000620575,0.00029351,0.00048929,0.000543457,0.000706476,0.000666092,0.000885347,0.000446665
gi|115450038|,0.000576894,0.000620759,0.000740274,0.000670356,0.00079761,0.000657461,0.000673853,0.000778,0.000852534,0.000613358,0.000714017,0.000529725,0.00073483,0.000703123,0.000538571
gi|115450068|,0.00037924,0.000642665,0.000608237,0.000790659,0.000512348,0.000545613,0.000618236,0.000735728,0.000720018,0.000670178,0.000559062,0.000718999,0.000577194,0.000783397,0.000721224
gi|115450080|,0.000874723,0.00057565,0.000534127,0.000530777,0.000858586,0.000477691,0.000695545,0.000904106,0.000452477,0.000581502,0.000505305,0.000728054,0.000705388,0.00068214,0.000775465
gi|115450109|,0.00059806,0.000577686,0.000693458,0.000916337,0.000554986,0.000614297,0.000649311,0.00062367,0.000691172,0.000975257,0.00068904,0.000300367,0.000527456,0.000569888,0.000507443
gi|115450219|,0.00056133,0.000729187,0.000801288,0.000458905,0.000643221,0.000532517,0.000735481,0.000406976,0.000649202,0.000816688,0.000415552,0.000395254,0.000785607,0.000788551,0.000899709
gi|115450273|,0.000724967,0.00055168,0.000546078,0.000500697,0.000714282,0.000912752,0.00054644,0.000498717,0.000688158,0.000665347,0.000572902,0.00072687,0.000674565,0.000621562,0.000564373
gi|115450329|,0.00050354,0.000639223,0.000638984,0.000605173,0.000721458,0.000715976,0.00106227,0.000387411,0.000467537,0.000374893,0.000735304,0.000690893,0.000683743,0.00058125,0.000597655
gi|115450335|,0.000899738,0.00067278,0.000678577,0.00066915,0.000553711,0.000625346,0.000744988,0.000470434,0.000705554,0.000530068,0.000631047,0.000494909,0.00054859,0.000715849,0.000663149
gi|115450345|,0.000726536,0.000579832,0.000715869,0.000771118,0.00076265,0.000734307,0.00064258,0.000787851,0.000657125,0.000704214,0.00091218,0.000648223,0.000693003,0.000926904,0.000575428
gi|115450389|,0.000627057,0.000444453,0.000630299,0.000625643,0.000498346,0.000521899,0.000620339,0.000604468,0.000547205,0.000581075,0.00062335,0.000612067,0.0006123,0.000697953,0.000511156
gi|115450427|,0.000729401,0.0008319,0.000664088,0.000597995,0.000935813,0.000478625,0.000751593,0.000639827,0.000683971,0.000651896,0.00098541,0.000409971,0.000888492,0.000348685,0.000736193
gi|115450447|,0.000570104,0.000725987,0.000459144,0.000915298,0.000613953,0.000744383,0.000586988,0.000604566,0.000828265,0.000716025,0.000917357,0.000642462,0.000734771,0.000416858,0.000566775
gi|115450485|,0.000849429,0.000736262,0.000649832,0.000539671,0.000886731,0.000740083,0.000644875,0.000918025,0.000608095,0.000431941,0.000809875,0.000645738,0.000527016,0.000482286,0.00055081
gi|115450493|,0.000666717,0.00047542,0.000599733,0.000649893,0.000930509,0.000421816,0.000754461,0.00053178,0.000622381,0.000685528,0.000382483,0.000689722,0.00056027,0.000740701,0.000744405
gi|115450521|,0.000431877,0.00073689,0.000789198,0.000670661,0.000357571,0.000625617,0.000588739,0.000706722,0.000654653,0.000663541,0.000387024,0.000600258,0.000440956,0.00055698,0.000583598
gi|115450549|,0.000618158,0.000827278,0.000645867,0.000487864,0.000477112,0.000611224,0.000410447,0.000389377,0.000723131,0.000675757,0.000500492,0.000691282,0.000704212,0.000680608,0.000525477
gi|115450561|,0.000635341,0.000739414,0.000614257,0.00039801,0.000649151,0.000475167,0.000553053,0.000441967,0.000649439,0.000576091,0.000685402,0.000925855,0.000666749,0.000892625,0.000547832
gi|115450565|,0.000391956,0.00064348,0.000770295,0.000526075,0.000742263,0.000628352,0.000672269,0.000622949,0.000599768,0.000590971,0.000593387,0.000576233,0.00047166,0.000618534,0.000329155
gi|115450567|,0.000623502,0.000757206,0.000635303,0.000638361,0.000686511,0.000493544,0.000771025,0.000664766,0.000370858,0.000807816,0.000731332,0.000479464,0.000459288,0.000706107,0.000499166
gi|115450569|,0.000357234,0.000491462,0.00065763,0.0008039,0.000614323,0.000646663,0.000529584,0.000573205,0.000605095,0.000566304,0.000616646,0.000731333,0.000647347,0.000903419,0.000693506
gi|115450571|,0.000863508,0.000547863,0.000710848,0.000690888,0.000685792,0.000575556,0.000823602,0.000522978,0.000491445,0.000588702,0.000577199,0.000311495,0.000443624,0.000578934,0.000561972
gi|115450595|,0.000788536,0.000678762,0.000700828,0.000537584,0.000582467,0.000783212,0.000719172,0.000511391,0.000340316,0.000688974,0.000389604,0.000671636,0.000807594,0.000595576,0.000591245
gi|115450605|,0.000624986,0.000640956,0.000837966,0.00042514,0.000629804,0.000478151,0.000896911,0.000461177,0.000605633,0.000662802,0.000566618,0.000788717,0.000533279,0.000548469,0.000814524
gi|115450647|,0.000592016,0.000571992,0.000660652,0.000717438,0.000614907,0.000591264,0.000663297,0.000511219,0.000743801,0.000837486,0.000469907,0.000590497,0.000639927,0.000748456,0.00068409
gi|115450675|,0.000413884,0.000594889,0.000540144,0.000531439,0.000463856,0.000639251,0.000828409,0.00068374,0.000651947,0.00063814,0.000487228,0.000785455,0.000798988,0.00058524,0.000779515
gi|115450711|,0.000642976,0.000733092,0.000602203,0.000699465,0.000859529,0.000648121,0.000637372,0.000590775,0.000896979,0.00075388,0.000679981,0.000570247,0.000777267,0.00076831,0.000844406
gi|115450773|,0.00047331,0.000633861,0.000609621,0.0004976,0.000789075,0.000511191,0.000624127,0.000631277,0.000571485,0.000819912,0.000722853,0.000694079,0.000543063,0.000780853,0.00073829
gi|115450835|,0.000587912,0.000642453,0.000649666,0.000441796,0.000832063,0.000654263,0.000373997,0.000681173,0.000540673,0.000569096,0.000502343,0.000506702,0.000518782,0.000660662,0.000656026
gi|115450841|,0.000659005,0.000607092,0.000460899,0.000667285,0.000810062,0.000843994,0.000800179,0.000524848,0.000682607,0.000600914,0.00047906,0.00056036,0.000498437,0.000631687,0.000501691
gi|115450909|,0.000771493,0.000808343,0.000640208,0.000600274,0.000518929,0.000589569,0.000435788,0.000797587,0.000755354,0.000795558,0.000367109,0.000710987,0.000591367,0.0004899,0.000555458
gi|115450913|,0.000646167,0.000388554,0.000578441,0.000425541,0.000275255,0.000389357,0.000440752,0.000629411,0.000528346,0.000745068,0.00075516,0.000641493,0.000804852,0.000631731,0.000593142
gi|115450991|,0.000640367,0.000522291,0.000558997,0.000515617,0.000646522,0.00060166,0.000588689,0.00073236,0.000652977,0.000763271,0.000685021,0.000637332,0.000603587,0.000607278,0.000525384
gi|115451029|,0.000493289,0.000837691,0.000698821,0.000719097,0.000490245,0.000792657,0.000440691,0.000855086,0.000699009,0.000954199,0.000567896,0.00062341,0.000698508,0.000776269,0.000675861
gi|115451067|,0.000709143,0.000716109,0.000821687,0.000538857,0.000553562,0.000593627,0.000581948,0.000357535,0.000616654,0.000705178,0.00075199,0.000526334,0.000737443,0.000674749,0.000586772
gi|115451077|,0.000715474,0.000586921,0.000751639,0.000591544,0.000573664,0.000735582,0.000836213,0.000689942,0.000697792,0.000408192,0.000666526,0.000457521,0.000561167,0.000852476,0.000610641
gi|115451095|,0.0005366,0.000430988,0.00048132,0.000671034,0.000885263,0.000466537,0.000585525,0.000635522,0.000623967,0.000491647,0.000548611,0.000655461,0.00069895,0.000693696,0.000712267
gi|115451123|,0.000606879,0.000613534,0.000608057,0.00066824,0.000634226,0.000687867,0.000458288,0.000975029,0.000838489,0.000847489,0.00064051,0.000567473,0.000491239,0.000535395,0.000780722
gi|115451149|,0.000710819,0.000707503,0.000847287,0.000627966,0.000670131,0.000587713,0.000408422,0.00053409,0.000678288,0.000747325,0.000461072,0.000489807,0.000602083,0.000773077,0.000629648
gi|115451171|,0.000646767,0.000675508,0.000717463,0.000593006,0.000826606,0.000590301,0.000735168,0.000539086,0.000664414,0.000787818,0.000631743,0.000565609,0.000737475,0.000836294,0.000682501
gi|115451209|,0.000583801,0.000708755,0.000842459,0.000494172,0.000747212,0.000542186,0.000556462,0.000774604,0.000855552,0.000466248,0.000506879,0.00063255,0.000851206,0.000715257,0.000455732
gi|115451331|,0.00073226,0.000721278,0.000687185,0.000748147,0.000502011,0.000739326,0.000540186,0.000735375,0.000691351,0.000690518,0.000738978,0.000672372,0.000532535,0.000498516,0.000291044
gi|115451337|,0.000555743,0.000560675,0.000667065,0.000523258,0.000597157,0.000553941,0.000641515,0.000736171,0.000545621,0.000690891,0.000801272,0.000728158,0.000665643,0.000597351,0.000692585
gi|115451355|,0.000712015,0.000616958,0.000617296,0.000886369,0.000558905,0.000565267,0.000715845,0.000876273,0.00055316,0.00070092,0.000798633,0.000652665,0.000824965,0.001001565,0.000541446
gi|115451377|,0.000980873,0.000634933,0.000656851,0.00075354,0.000598824,0.000618481,0.000625876,0.00079049,0.000578377,0.000630466,0.000655478,0.000596114,0.000558813,0.000685499,0.000639438
gi|115451401|,0.000593239,0.000725813,0.000735828,0.000464907,0.000764656,0.000723032,0.00049219,0.000526488,0.000583365,0.000568749,0.000462035,0.000597176,0.000446504,0.000824028,0.000518295
gi|115451471|,0.000713603,0.000486401,0.000548918,0.000799025,0.000592385,0.000630998,0.000432337,0.000646445,0.000671317,0.000507001,0.000693998,0.00058787,0.000527808,0.000695183,0.00050807
gi|115451479|,0.000737036,0.00076906,0.000654969,0.000499512,0.000651289,0.000529707,0.000633382,0.000705441,0.000257514,0.000726801,0.000534889,0.000508115,0.000636763,0.000776979,0.000438316
gi|115451513|,0.000502658,0.000417128,0.000647517,0.000628236,0.000719516,0.000746783,0.000691467,0.000847202,0.000731432,0.000610859,0.000567995,0.000582659,0.000799494,0.000547537,0.000485139
gi|115451543|,0.000620298,0.000650279,0.000618981,0.000338412,0.000511807,0.000771902,0.000729322,0.000415966,0.000676377,0.000531314,0.000779837,0.000583079,0.000793608,0.000576706,0.000669306
gi|115451597|,0.000751881,0.000578349,0.000535539,0.00055481,0.000666417,0.00074359,0.000707374,0.000803335,0.000654833,0.000516863,0.000595135,0.00071177,0.000821614,0.000570687,0.000835322
gi|115451609|,0.000536658,0.00086933,0.000633846,0.00056219,0.000562081,0.00082146,0.000442626,0.00050333,0.000590263,0.000718826,0.000414751,0.00057203,0.000602782,0.000724111,0.000643525
gi|115451647|,0.000715238,0.000755632,0.000720092,0.000786801,0.000585629,0.000661844,0.000588927,0.00083093,0.000711527,0.000620788,0.000769205,0.000361102,0.000702496,0.000630981,0.00096054
gi|115451681|,0.000820467,0.000789228,0.000653342,0.000440181,0.000453691,0.000554403,0.00051871,0.000682648,0.000609474,0.000394861,0.00067291,0.00054598,0.000742884,0.000681621,0.000852191
gi|115451799|,0.000713711,0.000901027,0.000717765,0.000594003,0.000613543,0.000721467,0.000602642,0.000526245,0.000472487,0.000638882,0.000537199,0.000552474,0.000530695,0.000694136,0.000560628
gi|115451815|,0.000435949,0.000697918,0.000585705,0.000677389,0.000827947,0.00076537,0.000646283,0.000810507,0.000785596,0.000750148,0.000647699,0.000647592,0.000502195,0.000802464,0.000668273
gi|115451853|,0.000634701,0.000832345,0.000624417,0.000566049,0.00055041,0.000444695,0.000631699,0.000522915,0.000774305,0.000554655,0.000775551,0.000741747,0.000744988,0.000724117,0.000991586
gi|115451893|,0.000732409,0.000611354,0.000671006,0.000755176,0.001026866,0.000769102,0.000661941,0.000459428,0.000670033,0.000461216,0.000765602,0.000538418,0.000670713,0.000568769,0.000689367
gi|115451911|,0.000629827,0.000753242,0.000775638,0.000751954,0.000525661,0.00048185,0.000600693,0.0005494,0.00032819,0.000571476,0.000712553,0.000944482,0.000564779,0.000489753,0.000674487
gi|115451937|,0.000724018,0.00080119,0.000488509,0.000530554,0.000571526,0.000775148,0.000648284,0.000812518,0.000430561,0.000838872,0.000822204,0.000426676,0.000668256,0.000679249,0.00063454
gi|115451943|,0.000526511,0.00076401,0.000628256,0.000659958,0.000715365,0.000565126,0.000642158,0.000787933,0.000706235,0.000604582,0.00059469,0.00059917,0.000563797,0.000533858,0.000755854
gi|115451981|,0.000675246,0.000462342,0.000707991,0.000468971,0.000558045,0.000662176,0.000611396,0.000629176,0.00077368,0.000399652,0.000658231,0.000478133,0.000540417,0.000751568,0.000536652
gi|115451989|,0.000660028,0.000566001,0.000737356,0.000679477,0.000603024,0.000638851,0.000523964,0.000721198,0.000626164,0.000537466,0.000562354,0.000568045,0.000525339,0.000700197,0.00077716
gi|115452075|,0.000570862,0.000797708,0.00072331,0.000795849,0.00037231,0.000797311,0.000494342,0.000525865,0.000653349,0.000591463,0.000747731,0.000706657,0.000757818,0.000567692,0.000503676
gi|115452095|,0.000884895,0.0003735,0.000730774,0.000671817,0.000690681,0.00058591,0.000569978,0.000537118,0.000728404,0.000517318,0.000564869,0.000703353,0.000688368,0.000553473,0.000597922
gi|115452105|,0.000718423,0.000515467,0.000504232,0.000401633,0.000819003,0.00075258,0.000904273,0.000501821,0.000672854,0.0007237,0.000560659,0.000522793,0.000578864,0.00065981,0.000620215
gi|115452127|,0.000677743,0.000579358,0.000313676,0.000577743,0.000629895,0.000373899,0.000499405,0.00081512,0.000772754,0.00097785,0.000621702,0.000579431,0.000954364,0.000679875,0.000685001
gi|115452137|,0.000441611,0.000823789,0.000882424,0.000392095,0.000719594,0.000811166,0.000687791,0.000480192,0.000558204,0.000685099,0.000579807,0.000580364,0.000495842,0.000644697,0.000839282
gi|115452177|,0.000644701,0.000558846,0.00088557,0.00037933,0.00041835,0.000760734,0.000731712,0.000863629,0.000533737,0.000947685,0.00052432,0.000411385,0.000561322,0.00061715,0.000441788
gi|115452223|,0.000553522,0.000621168,0.000551518,0.000586246,0.00071174,0.00057376,0.000495187,0.000799531,0.000554561,0.000583322,0.000551697,0.000782049,0.000550486,0.000738346,0.000759345
gi|115452237|,0.000543979,0.000885941,0.000668777,0.000841632,0.000498864,0.00064187,0.000795763,0.000793057,0.000770129,0.000597997,0.001007957,0.000481899,0.000828191,0.000569461,0.000687671
gi|115452243|,0.000692749,0.000664963,0.000445792,0.000660207,0.00054802,0.000717567,0.000592,0.000589309,0.000422459,0.000769834,0.000714635,0.000496428,0.000741466,0.000716019,0.000556882
gi|115452245|,0.000749278,0.000573523,0.000569507,0.000509139,0.000463555,0.000624794,0.000578377,0.000849004,0.000787095,0.000578966,0.000416647,0.000709839,0.000451311,0.00064371,0.000683499
gi|115452259|,0.000654048,0.000540011,0.000734662,0.000652873,0.000709939,0.000524781,0.000588608,0.000478277,0.000887196,0.000903668,0.000522543,0.000827659,0.000833626,0.000813784,0.000508155
gi|115452287|,0.000378306,0.000786435,0.000595058,0.000386408,0.00072274,0.000681127,0.000755825,0.000888391,0.000661771,0.000525655,0.000703642,0.000707561,0.000764969,0.000625504,0.000560512
gi|115452301|,0.000645095,0.000641025,0.000868709,0.000592462,0.000672454,0.000709839,0.000448112,0.000641388,0.000631244,0.000556817,0.000806967,0.000454934,0.000704325,0.000735362,0.00079137
gi|115452321|,0.000682767,0.000790031,0.000560006,0.001001078,0.000666949,0.000519322,0.000678227,0.00075005,0.000826681,0.000810373,0.000686716,0.000974468,0.000679962,0.000869223,0.000516121
gi|115452325|,0.000684723,0.000795771,0.000681457,0.000611691,0.000644673,0.000593483,0.00054011,0.000623239,0.00064895,0.000769444,0.000690437,0.000851139,0.000987471,0.000827457,0.000713337
gi|115452337|,0.00064116,0.000574727,0.000776026,0.000559714,0.000709911,0.000367553,0.000918401,0.000651263,0.000694915,0.000571741,0.000654816,0.000478721,0.000603713,0.000515205,0.000500482
gi|115452421|,0.000712099,0.000592862,0.000603133,0.000460847,0.000556095,0.000639265,0.000497193,0.000327672,0.00076644,0.000881711,0.000392826,0.000754478,0.000565641,0.000622004,0.00064306
gi|115452453|,0.000630456,0.000450806,0.000475448,0.000660473,0.000602223,0.000600093,0.000554524,0.000838962,0.000611289,0.000662329,0.000709745,0.000995589,0.000719583,0.000769971,0.000756131
gi|115452469|,0.000688315,0.000804807,0.000839091,0.000959388,0.000764278,0.000434121,0.000873089,0.000662435,0.000756797,0.000465006,0.000702707,0.000656238,0.000524104,0.000649104,0.000485368
gi|115452473|,0.000745787,0.000611647,0.000746949,0.000840145,0.000674732,0.000445411,0.000766998,0.000575003,0.000380393,0.000619887,0.000609935,0.000542162,0.000736643,0.00049173,0.000777191
gi|115452503|,0.000635082,0.000710797,0.000725151,0.000883559,0.000705433,0.000679455,0.000704839,0.000844445,0.000739531,0.000748576,0.000465228,0.000742456,0.00054314,0.000743544,0.000500191
gi|115452557|,0.000912254,0.000765216,0.000638999,0.000766008,0.000493965,0.000821019,0.000698276,0.000664056,0.000486373,0.000560448,0.000554918,0.000531365,0.000707269,0.000682766,0.000586772
gi|115452565|,0.000799512,0.000319315,0.000840521,0.000699817,0.000699338,0.000669552,0.000592973,0.000580068,0.000691137,0.000838817,0.000780156,0.000664819,0.000538593,0.000529791,0.000705102
gi|115452567|,0.000471463,0.000979132,0.000592574,0.000511172,0.000751376,0.000869707,0.000680047,0.000730011,0.000701871,0.000807886,0.000731333,0.000437823,0.000802932,0.000772925,0.000647032
gi|115452585|,0.000802629,0.000647111,0.000581527,0.000507946,0.000552421,0.000583114,0.00061665,0.000697098,0.000888064,0.000571644,0.000681384,0.000740982,0.000726176,0.000538906,0.000832911
gi|115452603|,0.000441889,0.00039073,0.00084357,0.000538753,0.000552171,0.000580173,0.000752263,0.000756279,0.000655087,0.000824787,0.000676397,0.000757534,0.000706787,0.000746209,0.000522256
gi|115452641|,0.000623526,0.000617714,0.000708119,0.000619948,0.000634861,0.000777953,0.000599232,0.000786764,0.000561831,0.00087484,0.000601193,0.00063745,0.000486587,0.000699534,0.000697307
gi|115452651|,0.000577444,0.000487789,0.000536032,0.000638674,0.000597451,0.000808039,0.000657428,0.000492538,0.00068229,0.000570299,0.000922035,0.000570237,0.000603995,0.000706712,0.000520478
gi|115452675|,0.000952102,0.00072266,0.000647473,0.000617269,0.000679326,0.000483809,0.000490023,0.000475547,0.000519492,0.000656448,0.000605387,0.00066398,0.00059729,0.000662139,0.000547891
gi|115452687|,0.000733435,0.000687225,0.000509712,0.000595735,0.000637044,0.000526954,0.000655191,0.000533571,0.001035227,0.000486059,0.000722007,0.000551458,0.000615122,0.000631439,0.000768387
gi|115452743|,0.000625302,0.00044228,0.000580388,0.000432324,0.000505091,0.000513177,0.000567809,0.000671363,0.000735056,0.000620037,0.00079473,0.000566898,0.000835025,0.000547069,0.00067692
